state,year,income,taxsngl,taxjnt,taxfam,tax65,mtr_wage,mtr_int,mtr_amt,mtr_lcg,mtr_gift,mtr_fed,mtr_ptx,mtr_pt65,code,state_id,fed_marg,fed_avg,fed_elas,st_marg,st_avg,st_elas,c_marg,c_avg,c_elas,state_abv,Fips,State,Abbrev,rate
3,2000,2,558,349.92,0,482.5,0,0,0,0,0,0,0,0,az,3,0.2466,0.1345,1.8672,0.036,0.0242,1.508,0.2825,0.1587,1.8122,az,4000,Arizona,Ariz.,4
3,2001,2,547.59,274.85,-109.83,473.78,0,0,0,0,0,0,0,0,az,3,0.2379,0.1123,2.1636,0.0353,0.0223,1.6077,0.2732,0.1346,2.0712,az,4000,Arizona,Ariz.,4.8
3,2002,2,551.4,281.54,-108.17,478.71,0,0,0,0,0,0,0,0,az,3,0.2265,0.1058,2.1869,0.0352,0.0217,1.6521,0.2617,0.1275,2.0956,az,4000,Arizona,Ariz.,6.1
3,2003,2,556.25,290.04,-106.06,484.98,0,0,0,0,0,0,0,0,az,3,0.2029,0.0938,2.2105,0.0363,0.022,1.681,0.2393,0.1158,2.1096,az,4000,Arizona,Ariz.,5.7
3,2004,2,562.78,301.49,51.39,493.41,2.87,2.87,2.87,0,0,0,0,0,az,3,0.2057,0.0972,2.1626,0.0366,0.0229,1.6229,0.2424,0.1201,2.059,az,4000,Arizona,Ariz.,5
3,2005,2,567.78,310.17,67.88,500.58,2.87,2.87,2.87,0,0,0,0,0,az,3,0.2085,0.0998,2.1337,0.0374,0.0234,1.6259,0.2459,0.1232,2.0369,az,4000,Arizona,Ariz.,4.7
3,2006,2,542.72,346.28,168.83,480.79,2.73,2.73,2.73,0,0,0,0,0,az,3,0.2024,0.0944,2.1903,0.0345,0.0209,1.6767,0.2369,0.1153,2.0969,az,4000,Arizona,Ariz.,4.2
3,2007,2,516.41,330.63,166.65,459.26,2.59,2.59,2.59,0,0,0,0,0,az,3,0.2041,0.1007,2.0688,0.0331,0.0213,1.5795,0.2372,0.122,1.9831,az,4000,Arizona,Ariz.,3.9
3,2008,2,516.42,329.69,168.89,460.38,2.59,2.59,2.59,0,0,0,0,0,az,3,0.2023,0.0937,2.2059,0.033,0.0206,1.6282,0.2353,0.1143,2.1014,az,4000,Arizona,Ariz.,6.2
3,2009,2,513.83,324.66,165.09,458.22,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2010,2,516.54,328.9,171.41,461.65,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2011,2,520,334.17,179.89,466.23,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2012,2,520.35,333.96,182.47,467.56,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2013,2,520.78,334,184.93,468.82,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2014,2,522.42,336.23,189.55,471.3,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2015,2,521.97,335.7,190.45,471.35,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2016,2,525.03,340.54,197.7,475.25,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2017,2,525.16,340.66,199.44,476.3,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2018,2,525.36,340.99,202.27,477.73,2.59,2.59,2.59,0,0,0,0,0,az,,,,,,,,,,,,,,,
4,1977,1,41.47,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.7076,0.5144,1.3948,0.0735,0.0572,1.3022,0.7811,0.5716,1.3855,ar,,,,
4,1978,1,53.48,0,0,10.6,0,0,0,0,0,0,0,-2.5,ar,4,0.5789,0.3669,1.6029,0.0755,0.0547,1.3987,0.6544,0.4217,1.5763,ar,,,,
4,1979,1,66.61,0,0,27.02,0,0,0,0,0,0,0,-2.5,ar,4,0.2551,0.1251,2.0824,0.044,0.0236,1.9033,0.2991,0.1486,2.054,ar,,,,
4,1980,1,79.73,35.04,0,43.41,0,0,0,0,0,0,0,-2.5,ar,4,0.2656,0.1305,2.0778,0.0459,0.0249,1.8834,0.3115,0.1553,2.0466,ar,5000,Arkansas,Ark.,7.6
4,1981,1,92.15,50.5,27.73,58.93,2.48,1.43,0.57,0,-2.4,0,-2.4,-2.5,ar,4,0.2767,0.1379,2.0473,0.0481,0.0263,1.8623,0.3248,0.1642,2.0176,ar,5000,Arkansas,Ark.,8.7
4,1982,1,109.37,69.25,47.8,78.09,2.49,1.38,0.55,0,0,0,-2.4,-2.5,ar,4,0.2555,0.1245,2.0953,0.0481,0.0259,1.8948,0.3036,0.1504,2.0607,ar,5000,Arkansas,Ark.,9.9
4,1983,1,113.93,74.99,54.35,83.84,2.49,1.38,0.55,0,0,0,-2.4,-2.5,ar,4,0.2428,0.1237,2.0025,0.0515,0.0278,1.8919,0.2943,0.1514,1.9822,ar,5000,Arkansas,Ark.,9.9
4,1984,1,117.93,80,60.08,88.87,2.49,1.38,0.55,0,0,0,-2.4,-2.5,ar,4,0.2316,0.1112,2.1267,0.0511,0.0272,1.9125,0.2827,0.1384,2.0845,ar,5000,Arkansas,Ark.,8.7
4,1985,1,121.4,84.37,65.07,93.25,2.49,1.38,0.55,0,0,0,-2.4,-2.5,ar,4,0.2418,0.1213,2.0337,0.0521,0.0288,1.8432,0.294,0.1501,1.9971,ar,5000,Arkansas,Ark.,8.7
4,1986,1,123.57,87.09,68.17,95.97,2.49,1.38,0.55,0,0,0,-2.4,-2.5,ar,4,0.2316,0.1122,2.1082,0.0517,0.0271,1.9475,0.2833,0.1392,2.0769,ar,5000,Arkansas,Ark.,8.6
4,1987,1,113.55,74.27,12.78,52.06,2.49,1.42,1.42,0,-2.4,0,-2.4,-2.5,ar,4,0.207,0.1048,2.0144,0.0502,0.0278,1.8426,0.2572,0.1326,1.9784,ar,5000,Arkansas,Ark.,8.1
4,1988,1,117.32,79.06,19.65,57.91,2.49,1.42,1.42,0,-2.4,0,-2.4,-2.5,ar,4,0.1981,0.1032,1.956,0.0511,0.0289,1.7996,0.2492,0.1322,1.9217,ar,5000,Arkansas,Ark.,7.6
4,1989,1,121.37,84.21,27.03,64.19,2.49,1.41,1.41,0,-2.4,0,-2.4,-2.5,ar,4,0.2017,0.1038,1.9818,0.052,0.0299,1.7713,0.2537,0.1337,1.9347,ar,5000,Arkansas,Ark.,7
4,1990,1,128.27,88.94,33.82,73.15,2.49,1.41,1.41,0,-2.4,0,-2.4,-3.5,ar,4,0.2039,0.1044,1.9919,0.0531,0.0308,1.7526,0.2569,0.1352,1.9373,ar,5000,Arkansas,Ark.,6.9
4,1991,1,34.66,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2035,0.1037,2.0014,0.0568,0.0311,1.864,0.2603,0.1348,1.9697,ar,5000,Arkansas,Ark.,7.4
4,1992,1,36.11,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2104,0.1075,1.9954,0.0576,0.0329,1.7803,0.268,0.1405,1.9449,ar,5000,Arkansas,Ark.,7.1
4,1993,1,37.6,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.1978,0.0995,2.0285,0.0567,0.0318,1.813,0.2544,0.1313,1.9762,ar,5000,Arkansas,Ark.,6.1
4,1994,1,38.89,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2079,0.098,2.1679,0.0585,0.0333,1.7896,0.2664,0.1312,2.0717,ar,5000,Arkansas,Ark.,5.4
4,1995,1,40.15,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2123,0.0972,2.2329,0.0611,0.0341,1.8233,0.2733,0.1313,2.1262,ar,5000,Arkansas,Ark.,4.8
4,1996,1,41.22,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2542,0.1495,1.7299,0.0615,0.0423,1.475,0.3156,0.1918,1.6736,ar,5000,Arkansas,Ark.,5.3
4,1997,1,103.3,0,0,56.12,0,0,0,0,0,0,0,0,ar,4,0.2117,0.0928,2.3339,0.0555,0.0337,1.6739,0.2672,0.1266,2.1572,ar,5000,Arkansas,Ark.,5.2
4,1998,1,31.78,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2188,0.0909,2.4672,0.0584,0.0335,1.7734,0.2772,0.1244,2.2792,ar,5000,Arkansas,Ark.,5.2
4,1999,1,36.44,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2155,0.0824,2.6864,0.0566,0.0315,1.8302,0.2721,0.1139,2.4482,ar,5000,Arkansas,Ark.,4.6
4,2000,1,43.19,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2175,0.0916,2.4317,0.0577,0.0328,1.7894,0.2752,0.1244,2.2616,ar,5000,Arkansas,Ark.,4.3
4,2001,1,49.82,0,0,5.89,0,0,0,0,0,0,0,0,ar,4,0.2059,0.08,2.6429,0.0562,0.0314,1.8228,0.2622,0.1114,2.4103,ar,5000,Arkansas,Ark.,5
4,2002,1,54.21,0,0,10.94,0,0,0,0,0,0,0,0,ar,4,0.1953,0.0678,2.9665,0.0578,0.0303,1.9444,0.2531,0.0981,2.6485,ar,5000,Arkansas,Ark.,5.5
4,2003,1,59.78,0,0,17.36,0,0,0,0,0,0,0,0,ar,4,0.174,0.0544,3.3069,0.0561,0.0326,1.7522,0.2301,0.0869,2.7189,ar,5000,Arkansas,Ark.,5.9
4,2004,1,67.29,0,0,26,0,0,0,0,0,0,0,0,ar,4,0.2194,0.1207,1.8508,0.0634,0.0436,1.4743,0.2827,0.1643,1.7506,ar,5000,Arkansas,Ark.,5.7
4,2005,1,74.8,0,0,32.8,0,0,0,0,0,0,0,0,ar,4,0.2336,0.1343,1.77,0.0645,0.0453,1.4433,0.2981,0.1796,1.6874,ar,5000,Arkansas,Ark.,5.2
4,2006,1,81.74,0,0,39.06,0,0,0,0,0,0,0,0,ar,4,0.2249,0.131,1.7468,0.0626,0.0446,1.4231,0.2875,0.1756,1.6644,ar,5000,Arkansas,Ark.,5.2
4,2007,1,32.37,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.2267,0.1337,1.7254,0.0621,0.0436,1.4439,0.2888,0.1773,1.656,ar,5000,Arkansas,Ark.,5.3
4,2008,1,28.94,0,0,0,0,0,0,0,0,0,0,0,ar,4,0.231,0.1301,1.8086,0.0583,0.0438,1.3488,0.2894,0.1739,1.6923,ar,5000,Arkansas,Ark.,5.5
4,2009,1,30.06,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2010,1,32.07,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2011,1,31.17,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2012,1,26.71,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2013,1,24.32,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2014,1,23.86,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2015,1,26.11,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2016,1,32.22,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2017,1,32.45,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
4,2018,1,34.03,0,0,0,0,0,0,0,0,0,0,0,ar,,,,,,,,,,,,,,,
5,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.6685,0.5128,1.3208,0.1348,0.1127,1.2105,0.8033,0.6255,1.3009,ca,,,,
5,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.6236,0.427,1.482,0.1345,0.1038,1.3126,0.7582,0.5309,1.4488,ca,,,,
5,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2844,0.1469,1.9744,0.0756,0.0358,2.1545,0.3599,0.1827,2.0096,ca,,,,
5,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.3003,0.1543,1.9843,0.0706,0.0326,2.2113,0.3708,0.1869,2.0238,ca,6000,California,Calif.,6.8
5,1981,1,26.15,0,0,26.15,0,0,0,0,0,0,0,0,ca,5,0.3052,0.1565,1.9892,0.0708,0.0323,2.2388,0.376,0.1888,2.0319,ca,6000,California,Calif.,7.4
5,1982,1,19.32,0,0,19.32,0,0,0,0,0,0,0,0,ca,5,0.2893,0.1479,1.9955,0.0705,0.0319,2.258,0.3598,0.1798,2.042,ca,6000,California,Calif.,10
5,1983,1,27.56,0,0,27.56,0,0,0,0,0,0,0,0,ca,5,0.2703,0.1411,1.9539,0.0743,0.0341,2.2295,0.3446,0.1751,2.0074,ca,6000,California,Calif.,9.8
5,1984,1,24.49,0,0,24.49,0,0,0,0,0,0,0,0,ca,5,0.267,0.1402,1.9411,0.0746,0.0344,2.2195,0.3416,0.1746,1.9958,ca,6000,California,Calif.,7.8
5,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2679,0.1399,1.9514,0.0751,0.0345,2.2211,0.3429,0.1745,2.0047,ca,6000,California,Calif.,7.2
5,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2817,0.156,1.8391,0.0814,0.0409,2.0321,0.3631,0.1969,1.8791,ca,6000,California,Calif.,6.7
5,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.234,0.1319,1.807,0.1055,0.0522,2.0642,0.3395,0.184,1.8798,ca,6000,California,Calif.,5.8
5,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2276,0.1356,1.707,0.07,0.0365,1.9564,0.2976,0.1721,1.7598,ca,6000,California,Calif.,5.3
5,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2291,0.1343,1.7349,0.0704,0.0361,1.9871,0.2995,0.1705,1.7883,ca,6000,California,Calif.,5.1
5,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2186,0.1271,1.7498,0.106,0.0551,1.9622,0.3247,0.1822,1.8139,ca,6000,California,Calif.,5.8
5,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2177,0.1253,1.768,0.1212,0.0655,1.8846,0.3389,0.1908,1.808,ca,6000,California,Calif.,7.7
5,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2263,0.1305,1.7654,0.0703,0.0366,1.9603,0.2967,0.1671,1.808,ca,6000,California,Calif.,9.3
5,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2362,0.135,1.78,0.0708,0.0373,1.9345,0.3069,0.1723,1.8134,ca,6000,California,Calif.,9.5
5,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2398,0.1338,1.8256,0.0703,0.0371,1.9334,0.3102,0.1709,1.849,ca,6000,California,Calif.,8.6
5,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2434,0.1362,1.8206,0.0716,0.0388,1.8816,0.3151,0.1749,1.8341,ca,6000,California,Calif.,7.9
5,1996,1,0.13,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2453,0.1388,1.7983,0.0711,0.0386,1.8754,0.3163,0.1775,1.8151,ca,6000,California,Calif.,7.3
5,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2469,0.143,1.7566,0.0733,0.0415,1.7969,0.3202,0.1846,1.7657,ca,6000,California,Calif.,6.4
5,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2527,0.1435,1.7929,0.0738,0.0424,1.7708,0.3265,0.1859,1.7879,ca,6000,California,Calif.,5.9
5,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2569,0.1485,1.7606,0.0749,0.0443,1.7185,0.3318,0.1928,1.7509,ca,6000,California,Calif.,5.2
5,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2653,0.1609,1.6768,0.0768,0.0478,1.631,0.3421,0.2087,1.6663,ca,6000,California,Calif.,4.9
5,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2554,0.1397,1.8625,0.0733,0.0417,1.7896,0.3287,0.1813,1.8457,ca,6000,California,Calif.,5.4
5,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2495,0.1317,1.9316,0.0724,0.0394,1.8718,0.3219,0.171,1.9178,ca,6000,California,Calif.,6.7
5,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2198,0.1177,1.903,0.0711,0.0395,1.832,0.2909,0.1572,1.8851,ca,6000,California,Calif.,6.8
5,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2216,0.1223,1.8463,0.0729,0.0424,1.7509,0.2946,0.1646,1.8217,ca,6000,California,Calif.,6.2
5,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.226,0.1265,1.819,0.0763,0.0457,1.6977,0.3023,0.1722,1.7868,ca,6000,California,Calif.,5.4
5,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2206,0.1257,1.7869,0.0742,0.0453,1.6664,0.2948,0.171,1.7549,ca,6000,California,Calif.,4.9
5,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2213,0.1247,1.8068,0.074,0.0445,1.6911,0.2953,0.1692,1.7763,ca,6000,California,Calif.,5.4
5,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,5,0.2234,0.1217,1.8693,0.0731,0.0424,1.7542,0.2965,0.1641,1.8395,ca,6000,California,Calif.,7.3
5,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2015,1,0,0,-547.42,0,34,34,34,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2016,1,0,0,-563.18,0,33.98,33.98,33.98,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2017,1,-21.92,-21.92,-573.04,-21.92,34.13,34.13,34.13,0,0,0,0,0,ca,,,,,,,,,,,,,,,
5,2018,1,-29.28,-29.28,-630.74,-29.28,34.01,34.01,34.01,0,0,0,0,0,ca,,,,,,,,,,,,,,,
6,1977,1,157.07,34.43,0,0,0,0,0,0,0,0,0,0,co,6,0.6974,0.5138,1.3761,0.0386,0.0384,1.0153,0.736,0.5522,1.3509,co,,,,
6,1978,1,148.79,27.14,0,0,0,0,0,0,0,0,0,0,co,6,0.6097,0.4232,1.4618,0.0374,0.0349,1.0814,0.647,0.4581,1.4327,co,,,,
6,1979,1,150.84,32.2,0,0,0,0,0,0,0,0,0,0,co,6,0.2886,0.1463,2.0126,0.0434,0.0252,1.753,0.332,0.1715,1.9744,co,,,,
6,1980,1,91.28,45.46,0,0,0,0,0,0,0,0,0,0,co,6,0.3099,0.1559,2.0289,0.0372,0.0223,1.6966,0.3471,0.1781,1.9872,co,8000,Colorado,Colo.,5.8
6,1981,1,96.54,49.52,0,0,0,0,0,0,0,0,0,0,co,6,0.3166,0.161,2.0056,0.0387,0.0231,1.7002,0.3553,0.1842,1.9671,co,8000,Colorado,Colo.,5.7
6,1982,1,115.65,59.27,0,0,0,0,0,0,0,0,0,0,co,6,0.2976,0.1479,2.0533,0.0476,0.0279,1.7363,0.3451,0.1758,2.0029,co,8000,Colorado,Colo.,7.3
6,1983,1,121.83,65.68,0,0,0,0,0,0,0,0,0,0,co,6,0.2749,0.1398,2.0055,0.05,0.0292,1.7421,0.3249,0.169,1.9598,co,8000,Colorado,Colo.,7.1
6,1984,1,150.33,85.95,0,0,0,0,0,0,0,0,0,0,co,6,0.2627,0.1324,2.0252,0.0529,0.032,1.6784,0.3156,0.1644,1.9575,co,8000,Colorado,Colo.,5.4
6,1985,1,157.58,93.75,0,0,0,0,0,0,0,0,0,0,co,6,0.2701,0.1379,1.9977,0.054,0.0331,1.6576,0.3241,0.171,1.9317,co,8000,Colorado,Colo.,6.1
6,1986,1,162.73,98.74,0,0,0,0,0,0,0,0,0,0,co,6,0.2865,0.1575,1.8531,0.0546,0.0343,1.6154,0.3411,0.1918,1.8105,co,8000,Colorado,Colo.,7.5
6,1987,1,158.73,0,0,101.08,0,0,0,0,0,0,0,0,co,6,0.2493,0.1429,1.7751,0.0469,0.0327,1.4548,0.2962,0.1756,1.7153,co,8000,Colorado,Colo.,7.5
6,1988,1,132.41,0,0,76.71,0,0,0,0,0,0,0,0,co,6,0.227,0.1404,1.6437,0.0475,0.0332,1.4511,0.2746,0.1736,1.6068,co,8000,Colorado,Colo.,6.5
6,1989,1,135.5,0,0,81.9,0,0,0,0,0,0,0,0,co,6,0.2321,0.1431,1.6487,0.0473,0.0336,1.4289,0.2794,0.1767,1.6069,co,8000,Colorado,Colo.,5.7
6,1990,1,134.78,0,0,79.66,0,0,0,0,0,0,0,0,co,6,0.2309,0.1418,1.6556,0.0471,0.0334,1.4305,0.278,0.1751,1.6126,co,8000,Colorado,Colo.,5.2
6,1991,1,129.93,0,0,73.26,0,0,0,0,0,0,0,0,co,6,0.2178,0.1173,1.8909,0.0464,0.0307,1.5313,0.2642,0.1481,1.816,co,8000,Colorado,Colo.,5.3
6,1992,1,115.34,0,0,56.67,0,0,0,0,0,0,0,0,co,6,0.2368,0.144,1.6726,0.0491,0.0348,1.4303,0.286,0.1788,1.6253,co,8000,Colorado,Colo.,6
6,1993,1,114.73,0,0,57.42,0,0,0,0,0,0,0,0,co,6,0.2506,0.1518,1.6784,0.0491,0.0352,1.4139,0.2996,0.187,1.6285,co,8000,Colorado,Colo.,5.3
6,1994,1,110.27,0,0,51.03,0,0,0,0,0,0,0,0,co,6,0.2376,0.1348,1.7938,0.0488,0.034,1.4556,0.2864,0.1689,1.7255,co,8000,Colorado,Colo.,4.2
6,1995,1,109.12,0,0,51.1,0,0,0,0,0,0,0,0,co,6,0.2363,0.1313,1.8327,0.0489,0.0335,1.4809,0.2852,0.1648,1.761,co,8000,Colorado,Colo.,4
6,1996,1,107.13,0,0,47.16,0,0,0,0,0,0,0,0,co,6,0.2416,0.1346,1.8286,0.0493,0.0339,1.4754,0.291,0.1685,1.7572,co,8000,Colorado,Colo.,4.2
6,1997,1,55.37,-87.27,-87.27,-3.59,0,0,0,0,0,0,0,0,co,6,0.2628,0.1698,1.5721,0.0498,0.0365,1.3806,0.3125,0.2063,1.5382,co,8000,Colorado,Colo.,3.5
6,1998,1,-71.08,-331.32,-331.32,-132.33,0,0,0,0,0,0,0,0,co,6,0.2633,0.1557,1.7205,0.0492,0.031,1.6101,0.3125,0.1867,1.7022,co,8000,Colorado,Colo.,3.6
6,1999,1,-103.93,-376.83,-376.83,-149.78,0.65,0.65,0.65,0,0,0,0,0,co,6,0.264,0.1584,1.6947,0.047,0.0294,1.6262,0.311,0.1878,1.684,co,8000,Colorado,Colo.,3.1
6,2000,1,-166.04,-421.93,-421.93,-204.46,0.76,0.76,0.76,0,0,0,0,0,co,6,0.2534,0.1418,1.8202,0.0451,0.0248,1.8502,0.2985,0.1666,1.8246,co,8000,Colorado,Colo.,2.8
6,2001,1,-124.55,-329.8,-329.8,-158.16,0.76,0.76,0.76,0,0,0,0,0,co,6,0.2757,0.1603,1.7508,0.0468,0.0295,1.6102,0.3225,0.1898,1.7289,co,8000,Colorado,Colo.,3.8
6,2002,1,77.33,0,0,19.73,0,0,0,0,0,0,0,0,co,6,0.2574,0.1381,1.8988,0.0467,0.033,1.4359,0.3041,0.1711,1.8093,co,8000,Colorado,Colo.,5.5
6,2003,1,79.94,0,0,23.47,0,0,0,0,0,0,0,0,co,6,0.2309,0.1305,1.8004,0.0469,0.0338,1.4086,0.2778,0.1643,1.7196,co,8000,Colorado,Colo.,6
6,2004,1,83.03,0,0,25.68,0,0,0,0,0,0,0,0,co,6,0.2156,0.1086,2.0254,0.0462,0.0322,1.4531,0.2617,0.1408,1.8939,co,8000,Colorado,Colo.,5.5
6,2005,1,68.32,-30,-30,10.44,0,0,0,0,0,0,0,0,co,6,0.2169,0.1105,2.0012,0.0462,0.0321,1.4631,0.2631,0.1426,1.8797,co,8000,Colorado,Colo.,5
6,2006,1,83.42,0,0,27.27,0,0,0,0,0,0,0,0,co,6,0.216,0.1135,1.94,0.0456,0.032,1.4432,0.2616,0.1455,1.8302,co,8000,Colorado,Colo.,4.3
6,2007,1,80.14,0,0,23.26,0,0,0,0,0,0,0,0,co,6,0.2387,0.1454,1.669,0.047,0.0356,1.3386,0.2857,0.181,1.6039,co,8000,Colorado,Colo.,3.7
6,2008,1,65.45,0,0,7.54,0,0,0,0,0,0,0,-4.63,co,6,0.2321,0.1309,1.8053,0.0468,0.034,1.3949,0.2789,0.1649,1.7203,co,8000,Colorado,Colo.,4.8
6,2009,1,51.36,0,0,0,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2010,1,70.1,0,0,11.27,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2011,1,71.91,0,0,12.22,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2012,1,68.88,0,0,10.27,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2013,1,65.24,0,0,5.58,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2014,1,65.76,0,0,5.1,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2015,1,34.5,-63.87,-63.87,-7.14,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2016,1,51.31,-41.65,-41.65,9.47,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2017,1,57.79,-41.2,-41.2,16.05,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
6,2018,1,9.81,-40.88,-40.88,0,0,0,0,0,0,0,0,0,co,,,,,,,,,,,,,,,
7,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.6668,0.5133,1.316,0.036,0.0363,1.0008,0.7028,0.5496,1.2952,ct,,,,
7,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.6768,0.4663,1.4729,0.0326,0.0329,1.001,0.7095,0.4992,1.4417,ct,,,,
7,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3236,0.1718,1.9192,0.004,0.0035,1.1831,0.3276,0.1753,1.9046,ct,,,,
7,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3471,0.1867,1.8945,0.0066,0.0041,1.6521,0.3537,0.1907,1.8893,ct,9000,Connecticut,Conn.,5.8
7,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3516,0.188,1.9065,0.0046,0.0043,1.0835,0.3562,0.1922,1.888,ct,9000,Connecticut,Conn.,6.2
7,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3339,0.179,1.9006,0.0049,0.0044,1.136,0.3388,0.1834,1.8822,ct,9000,Connecticut,Conn.,6.9
7,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3116,0.1679,1.8913,0.0097,0.008,1.2261,0.3213,0.1759,1.8609,ct,9000,Connecticut,Conn.,6
7,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,ct,7,0.3101,0.1695,1.8631,0.0081,0.0073,1.1241,0.3182,0.1769,1.8323,ct,9000,Connecticut,Conn.,4.7
