state,year,income,taxsngl,taxjnt,taxfam,tax65,mtr_wage,mtr_int,mtr_amt,mtr_lcg,mtr_gift,mtr_fed,mtr_ptx,mtr_pt65,code,state_id,fed_marg,fed_avg,fed_elas,st_marg,st_avg,st_elas,c_marg,c_avg,c_elas,state_abv,Fips,State,Abbrev,rate
11,2000,1,80.03,-33.24,-77.73,-38.86,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.2514,0.1399,1.8293,0.0578,0.0401,1.4605,0.3092,0.1801,1.7469,ga,13000,Georgia,Ga.,3.6
11,2001,1,87.85,-28.92,-73.31,-36.66,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.252,0.1311,1.9607,0.058,0.0398,1.4789,0.31,0.1708,1.8481,ga,13000,Georgia,Ga.,4
11,2002,1,93.02,-26.07,-70.39,-35.2,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.2446,0.123,2.0284,0.0579,0.0392,1.4985,0.3025,0.1622,1.8999,ga,13000,Georgia,Ga.,5
11,2003,1,99.59,-22.14,-66.68,-33.34,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.2179,0.1078,2.0618,0.0575,0.0392,1.487,0.2754,0.1471,1.9078,ga,13000,Georgia,Ga.,4.8
11,2004,1,108.44,-14.59,-61.68,-30.84,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.2166,0.111,1.991,0.0573,0.0404,1.4372,0.2739,0.1514,1.8425,ga,13000,Georgia,Ga.,4.8
11,2005,1,118.48,-6.01,-56.01,-28,1.2,1.2,1.2,0,0,0,0,0,ga,11,0.2224,0.1167,1.9433,0.0584,0.0413,1.4353,0.2808,0.158,1.81,ga,13000,Georgia,Ga.,5.3
11,2006,1,127.79,0.85,-52.9,-26.45,0.48,0.48,0.48,0,0,0,0,0,ga,11,0.2171,0.1139,1.9433,0.055,0.0378,1.4757,0.2721,0.1517,1.8264,ga,13000,Georgia,Ga.,4.7
11,2007,1,137.76,6.64,-50.28,-25.14,0.48,0.48,0.48,0,0,0,0,0,ga,11,0.2136,0.1084,2.0107,0.0569,0.0396,1.4561,0.2705,0.148,1.8616,ga,13000,Georgia,Ga.,4.5
11,2008,1,145.04,10.87,-48.37,-24.19,0.48,0.48,0.48,0,0,0,0,0,ga,11,0.2184,0.1117,1.9947,0.0571,0.04,1.4475,0.2755,0.1517,1.8498,ga,13000,Georgia,Ga.,6.2
11,2009,1,147.81,12.48,-47.64,-23.82,0.48,0.48,0.48,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2010,1,152.59,15.26,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2011,1,159.89,19.5,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2012,1,166.26,23.67,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2013,1,171.8,0,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2014,1,177.26,0,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2015,1,180.52,0,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2016,1,187.24,1.75,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2017,1,195.16,5.89,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
11,2018,1,109.48,0,0,0,0,0,0,0,0,0,0,0,ga,,,,,,,,,,,,,,,
12,1977,1,87.05,-141.04,-209.75,-7.52,0,0,0,0,0,0,0,0,hi,12,0.7148,0.5468,1.3247,0.1079,0.0874,1.2497,0.8227,0.6342,1.3143,hi,,,,
12,1978,1,122.59,-110.53,-196.02,22.43,0,0,0,0,0,0,0,0,hi,12,0.6655,0.4573,1.477,0.1085,0.084,1.309,0.774,0.5412,1.4509,hi,,,,
12,1979,1,177.66,-62.48,-159.66,70.09,2.25,2.25,0.9,0,0,0,0,0,hi,12,0.2878,0.1557,1.8834,0.0825,0.0495,1.6932,0.3703,0.2052,1.8374,hi,,,,
12,1980,1,182.39,-96.1,-199.23,49.47,0,0,0,0,0,0,0,-5,hi,12,0.2938,0.1535,1.9512,0.0828,0.048,1.7543,0.3766,0.2015,1.9043,hi,15000,Hawaii,Hawaii,5
12,1981,1,-4.2,-465.48,-941.37,-128.87,0,0,0,0,0,0,0,0,hi,12,0.298,0.1577,1.9255,0.0846,0.0374,2.3176,0.3826,0.1951,2.0004,hi,15000,Hawaii,Hawaii,5.4
12,1982,1,328.16,-34.15,-274.38,194.12,5.05,5.05,2.02,0,0,0,0,0,hi,12,0.2875,0.1547,1.8941,0.0883,0.053,1.6952,0.3758,0.2077,1.8433,hi,15000,Hawaii,Hawaii,6.3
12,1983,1,381.83,70.78,-82.82,252.87,5.05,5.05,2.02,0,-0.81,0,0,0,hi,12,0.2671,0.1473,1.847,0.0886,0.0564,1.5963,0.3557,0.2036,1.7775,hi,15000,Hawaii,Hawaii,6.2
12,1984,1,397.46,91.65,-62.66,272.94,5.05,5.05,2.02,0,-0.81,0,0,0,hi,12,0.265,0.1462,1.847,0.0893,0.0577,1.5717,0.3543,0.2038,1.7689,hi,15000,Hawaii,Hawaii,5.7
12,1985,1,398.74,98.68,-56.59,273.25,4.25,4.25,1.7,0,-1.62,0,0,0,hi,12,0.2592,0.1419,1.861,0.0878,0.0551,1.6196,0.347,0.197,1.7933,hi,15000,Hawaii,Hawaii,5.4
12,1986,1,393.17,99.62,-52.88,270.18,4.25,4.25,1.7,0,-3.25,0,0,0,hi,12,0.2388,0.1248,1.9512,0.0887,0.0549,1.6411,0.3275,0.1797,1.8562,hi,15000,Hawaii,Hawaii,4.8
12,1987,1,232.2,-137.63,-372.88,116.29,3.23,3.23,3.23,0,0,0,0,0,hi,12,0.2194,0.1172,1.9079,0.0779,0.0455,1.743,0.2973,0.1627,1.8618,hi,15000,Hawaii,Hawaii,3.8
12,1988,1,212.25,-174.02,-396.59,100.27,3.25,3.25,3.25,0,0,0,0,0,hi,12,0.2105,0.1185,1.8089,0.0797,0.048,1.6882,0.2903,0.1665,1.7741,hi,15000,Hawaii,Hawaii,3.2
12,1989,1,-29.61,-542.31,-1088.23,-135.88,3,3,3,0,0,0,0,0,hi,12,0.2178,0.1255,1.7667,0.0782,0.0387,2.0625,0.296,0.1642,1.8363,hi,15000,Hawaii,Hawaii,2.5
12,1990,1,75.04,-353.32,-735.21,-28.87,3,3,3,0,0,0,0,0,hi,12,0.2151,0.1214,1.8033,0.0793,0.0436,1.8513,0.2944,0.1651,1.816,hi,15000,Hawaii,Hawaii,2.7
12,1991,1,176.35,-168.37,-387.02,75.81,3,3,3,0,0,0,0,0,hi,12,0.2227,0.117,1.9406,0.0797,0.0471,1.722,0.3023,0.164,1.8777,hi,15000,Hawaii,Hawaii,2.9
12,1992,1,189.67,-153.5,-371.74,91.36,3,3,3,0,0,0,0,0,hi,12,0.2127,0.1188,1.8232,0.0802,0.0487,1.6767,0.2929,0.1674,1.7806,hi,15000,Hawaii,Hawaii,4.3
12,1993,1,203.27,-138.32,-356.14,107.24,3,3,3,0,0,0,0,0,hi,12,0.2722,0.1856,1.4889,0.0847,0.0616,1.3933,0.3569,0.2472,1.465,hi,15000,Hawaii,Hawaii,4.5
12,1994,1,215.15,-125.05,-342.5,121.12,3,3,3,0,0,0,0,0,hi,12,0.22,0.1189,1.8854,0.0813,0.0506,1.6318,0.3013,0.1695,1.8095,hi,15000,Hawaii,Hawaii,5.5
12,1995,1,316.03,63.84,-84.85,222.59,2,2,2,0,0,0,0,0,hi,12,0.2209,0.1157,1.9466,0.079,0.0503,1.5957,0.2999,0.166,1.84,hi,15000,Hawaii,Hawaii,5.9
12,1996,1,325.91,72.27,-74.94,232.8,2,2,2,0,0,0,0,0,hi,12,0.2209,0.1149,1.9602,0.0792,0.0513,1.5684,0.3001,0.1662,1.839,hi,15000,Hawaii,Hawaii,6.3
12,1997,1,333.89,77.79,-70.31,241.09,2,2,2,0,0,0,0,0,hi,12,0.2166,0.1045,2.1168,0.0786,0.0508,1.5737,0.2953,0.1553,1.9387,hi,15000,Hawaii,Hawaii,6.2
12,1998,1,338.91,81.26,-67.4,246.3,2,2,2,0,0,0,0,0,hi,12,0.2847,0.1933,1.4949,0.0826,0.0661,1.2671,0.3673,0.2593,1.4368,hi,15000,Hawaii,Hawaii,6.1
12,1999,1,255.16,25.5,-112.27,173.91,1.6,1.6,1.6,0,0,0,0,0,hi,12,0.2257,0.1201,1.9146,0.0693,0.0475,1.4803,0.295,0.1676,1.7912,hi,15000,Hawaii,Hawaii,5.4
12,2000,1,264.61,33.61,-106.22,185.16,1.6,1.6,1.6,0,0,0,0,0,hi,12,0.2651,0.1671,1.6121,0.0713,0.0543,1.3315,0.3364,0.2214,1.5431,hi,15000,Hawaii,Hawaii,4.2
12,2001,1,254.93,32.51,-108.01,181.83,1.5,1.5,1.5,0,0,0,0,0,hi,12,0.2043,0.0893,2.3403,0.0683,0.042,1.6535,0.2726,0.1313,2.1196,hi,15000,Hawaii,Hawaii,4.5
12,2002,1,221.45,26.44,-107.55,159.57,1.4,1.4,1.4,0,0,0,0,0,hi,12,0.2128,0.0917,2.3751,0.0671,0.0412,1.6574,0.2799,0.1329,2.1517,hi,15000,Hawaii,Hawaii,4.2
12,2003,1,227.86,32.17,-102.72,167.19,1.4,1.4,1.4,0,0,0,0,0,hi,12,0.1803,0.077,2.3978,0.066,0.0418,1.6064,0.2463,0.1187,2.1181,hi,15000,Hawaii,Hawaii,4.1
12,2004,1,236.48,39.88,-96.22,177.44,1.4,1.4,1.4,0,0,0,0,0,hi,12,0.1859,0.0812,2.3421,0.0655,0.0426,1.5622,0.2514,0.1238,2.0726,hi,15000,Hawaii,Hawaii,3.4
12,2005,1,246.27,48.62,-88.85,189.07,1.4,1.4,1.4,0,0,0,0,0,hi,12,0.1891,0.0831,2.3293,0.0668,0.0437,1.5527,0.2559,0.1268,2.0603,hi,15000,Hawaii,Hawaii,2.9
12,2006,1,265.04,76.13,-38.9,209.55,3.2,3.2,3.2,0,0,0,0,0,hi,12,0.1851,0.0791,2.395,0.0632,0.0382,1.6811,0.2483,0.1174,2.1613,hi,15000,Hawaii,Hawaii,2.6
12,2007,1,170.1,-123.89,-198.66,116.05,1.55,1.55,1.55,0,0,0,0,0,hi,12,0.1873,0.0788,2.4363,0.0644,0.0389,1.6816,0.2517,0.1177,2.1853,hi,15000,Hawaii,Hawaii,2.8
12,2008,1,183.76,-76.79,-241.69,130.76,2.2,2.2,2.2,0,0,0,0,0,hi,12,0.1857,0.0773,2.4622,0.0658,0.0391,1.7109,0.2515,0.1164,2.2085,hi,15000,Hawaii,Hawaii,4.3
12,2009,1,186.68,-74.85,-238.19,134.08,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2010,1,192.62,-67.43,-228.55,140.71,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2011,1,200.29,-58.75,-219.44,149.43,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2012,1,206.97,-51.17,-211.49,157.04,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2013,1,198.42,-61.31,-214.4,144.37,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2014,1,204.39,-54.54,-207.42,151.2,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2015,1,207.95,-50.51,-203.26,155.28,2.2,2.2,2.2,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2016,1,195.15,-67.22,-243.3,143.36,1.4,1.4,1.4,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2017,1,202.33,-60,-236.16,151.5,1.4,1.4,********,0,0,0,0,0,hi,,,,,,,,,,,,,,,
12,2018,1,180.65,-50.54,-226.79,162.17,1.4,1.4,1.4,0,0,0,0,0,hi,,,,,,,,,,,,,,,
13,1977,1,40.8,-77.92,-157.31,-25.48,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,1978,1,39.81,-49,-122.51,-35.22,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,1979,1,44.76,-45.25,-113.13,-39.84,0,0,0,0,0,0,0,0,id,13,0.2496,0.1216,2.0962,0.0626,0.0304,2.1009,0.3122,0.152,2.0972,id,,,,
13,1980,1,65.88,-41.51,-103.76,-24.13,0,0,0,0,0,0,0,0,id,13,0.2602,0.1266,2.0991,0.0636,0.0319,2.0336,0.3238,0.1585,2.0859,id,16000,Idaho,Idaho,7.5
13,1981,1,86.84,-56.94,-113.88,-8.77,0,0,0,0,0,0,0,0,id,13,0.2712,0.1352,2.0464,0.0663,0.0346,1.9552,0.3375,0.1698,2.0278,id,16000,Idaho,Idaho,7.7
13,1982,1,112,-35.74,-89.36,12.19,0,0,0,0,0,0,0,0,id,13,0.2511,0.1219,2.1035,0.0685,0.0341,2.0511,0.3196,0.156,2.092,id,16000,Idaho,Idaho,9.9
13,1983,1,124.8,-27.83,-85.97,26.87,0,0,0,0,0,0,0,0,id,13,0.2254,0.1089,2.1132,0.067,0.0338,2.0213,0.2924,0.1427,2.0914,id,16000,Idaho,Idaho,8.9
13,1984,1,133.74,-21,-83.02,37.7,0,0,0,0,0,0,0,0,id,13,0.2345,0.1143,2.0952,0.0684,0.0366,1.9062,0.3029,0.1508,2.0493,id,16000,Idaho,Idaho,7.3
13,1985,1,129.87,-22.92,-80.44,34.21,0,0,0,0,0,0,0,0,id,13,0.2296,0.1127,2.0801,0.0698,0.0366,1.9432,0.2994,0.1493,2.0465,id,16000,Idaho,Idaho,7.9
13,1986,1,118.74,-28.91,-78.84,23.41,0,0,0,0,0,0,0,0,id,13,0.2294,0.1079,2.172,0.0703,0.0358,2.0025,0.2997,0.1437,2.1297,id,16000,Idaho,Idaho,8.4
13,1987,1,89.05,-30.75,-76.86,-4.45,0,0,0,0,0,0,0,0,id,13,0.1938,0.0994,1.9896,0.0681,0.0365,1.9026,0.2619,0.1358,1.9662,id,16000,Idaho,Idaho,7.6
13,1988,1,68.8,-29.7,-74.26,1.96,0,0,0,0,0,0,0,0,id,13,0.1985,0.0992,2.0407,0.0705,0.0368,1.9532,0.269,0.136,2.017,id,16000,Idaho,Idaho,6
13,1989,1,72.67,-28.59,-71.47,8.35,0,0,0,0,0,0,0,0,id,13,0.1952,0.1035,1.9231,0.0697,0.0384,1.8519,0.2649,0.1418,1.9038,id,16000,Idaho,Idaho,5.3
13,1990,1,73.37,-27.56,-68.9,8.61,0,0,0,0,0,0,0,0,id,13,0.1961,0.0922,2.1736,0.0686,0.0353,1.9825,0.2647,0.1275,2.1206,id,16000,Idaho,Idaho,5.5
13,1991,1,70.61,-26.67,-66.67,5.27,0,0,0,0,0,0,0,0,id,13,0.2328,0.1442,1.6409,0.0754,0.049,1.5636,0.3082,0.1932,1.6213,id,16000,Idaho,Idaho,6.2
13,1992,1,59.68,-26.08,-65.19,-3.41,0,0,0,0,0,0,0,0,id,13,0.201,0.0965,2.1257,0.0722,0.0381,1.9301,0.2731,0.1347,2.0702,id,16000,Idaho,Idaho,6.4
13,1993,1,59.94,-25.47,-63.68,-2.5,0,0,0,0,0,0,0,0,id,13,0.1964,0.0955,2.0992,0.072,0.0373,1.9669,0.2684,0.1328,2.062,id,16000,Idaho,Idaho,6
13,1994,1,57.04,-24.94,-62.35,-4.53,0,0,0,0,0,0,0,0,id,13,0.1926,0.087,2.2646,0.07,0.0373,1.9141,0.2627,0.1243,2.1592,id,16000,Idaho,Idaho,5.4
13,1995,1,56.76,-24.43,-61.07,-3.99,0,0,0,0,0,0,0,0,id,13,0.1976,0.0907,2.226,0.0699,0.0388,1.8353,0.2675,0.1295,2.1087,id,16000,Idaho,Idaho,5.4
13,1996,1,55.72,-23.99,-59.98,-5.13,0,0,0,0,0,0,0,0,id,13,0.2011,0.0887,2.3191,0.0716,0.0383,1.9051,0.2727,0.127,2.1939,id,16000,Idaho,Idaho,5.3
13,1997,1,49.72,-23.59,-58.97,-7.57,0,0,0,0,0,0,0,0,id,13,0.288,0.2034,1.4362,0.0805,0.0624,1.3073,0.3686,0.2658,1.4059,id,16000,Idaho,Idaho,5.1
13,1998,1,46.5,-23.33,-58.33,-10,0,0,0,0,0,0,0,0,id,13,0.1973,0.0894,2.2572,0.073,0.0422,1.76,0.2703,0.1316,2.0973,id,16000,Idaho,Idaho,5.1
13,1999,1,47.24,-22.98,-57.45,-9.12,0,0,0,0,0,0,0,0,id,13,0.2027,0.0936,2.2138,0.0738,0.0429,1.7502,0.2765,0.1365,2.0677,id,16000,Idaho,Idaho,4.9
13,2000,1,46.44,-22.47,-56.17,-9.64,0,0,0,0,0,0,0,0,id,13,0.2108,0.0979,2.1998,0.0745,0.042,1.8071,0.2853,0.1399,2.0816,id,16000,Idaho,Idaho,4.7
13,2001,1,32.46,-32.95,-76.88,-17.72,0,0,0,0,0,0,0,0,id,13,0.1862,0.0699,2.7365,0.0671,0.0356,1.9222,0.2533,0.1055,2.4604,id,16000,Idaho,Idaho,5.1
13,2002,1,27.67,-32.45,-75.72,-20.22,0,0,0,0,0,0,0,0,id,13,0.1921,0.0693,2.8497,0.0689,0.036,1.9506,0.261,0.1054,2.5405,id,16000,Idaho,Idaho,5.6
13,2003,1,28.52,-31.82,-74.24,-18.4,0,0,0,0,0,0,0,0,id,13,0.1713,0.0572,3.0882,0.0678,0.036,1.9214,0.2392,0.0932,2.6345,id,16000,Idaho,Idaho,5.6
13,2004,1,31.82,-30.97,-72.26,-16.93,0,0,0,0,0,0,0,0,id,13,0.1896,0.0904,2.1431,0.0703,0.0431,1.6572,0.2599,0.1335,1.9857,id,16000,Idaho,Idaho,4.9
13,2005,1,32.7,-30,-70,-16.21,0,0,0,0,0,0,0,0,id,13,0.1798,0.0636,2.9112,0.0707,0.0386,1.8679,0.2505,0.1021,2.5148,id,16000,Idaho,Idaho,4
13,2006,1,32.67,-29.1,-67.91,-14.83,0,0,0,0,0,0,0,0,id,13,0.1831,0.0835,2.2417,0.0708,0.0424,1.7005,0.2539,0.1259,2.0589,id,16000,Idaho,Idaho,3.5
13,2007,1,30.22,-28.35,-66.15,-15.59,0,0,0,0,0,0,0,0,id,13,0.2225,0.1318,1.7177,0.0741,0.0517,1.455,0.2967,0.1835,1.6436,id,16000,Idaho,Idaho,3.1
13,2008,1,10.16,-83.4,-176.06,-52.99,0,0,0,0,0,0,0,-1.6,id,13,0.1733,0.0609,2.9258,0.0674,0.036,1.9069,0.2407,0.097,2.5448,id,16000,Idaho,Idaho,5.1
13,2009,1,-9.84,-101.16,-211.51,-64.37,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2010,1,-5.81,-117.98,-245.04,-68.71,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2011,1,-12.34,-133.36,-275.62,-75.8,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2012,1,-22.92,-148.41,-305.55,-83.75,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2013,1,-33.61,-163.22,-335.03,-92.57,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2014,1,-40.65,-160.6,-329.65,-91.22,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2015,1,-50.02,-159.04,-326.44,-90.78,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2016,1,-44.73,-156.39,-321.02,-87.27,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2017,1,-38.92,-153.48,-315.03,-83.31,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
13,2018,1,-64.73,-149.66,-307.19,-86.64,0,0,0,0,0,0,0,0,id,,,,,,,,,,,,,,,
14,1977,1,184.45,118.91,0,118.91,0,0,0,0,0,0,0,0,il,14,0.7118,0.5474,1.3174,0.0325,0.0324,1.0122,0.7443,0.5799,1.3003,il,,,,
14,1978,1,188.74,127.49,4.98,127.49,2.5,2.5,2.5,0,0,0,0,0,il,14,0.6718,0.4601,1.4817,0.032,0.032,1.0102,0.7038,0.4921,1.451,il,,,,
14,1979,1,193.43,136.87,23.73,136.87,2.5,2.5,2.5,0,0,0,0,0,il,14,0.3057,0.1611,1.9346,0.0254,0.0221,1.1594,0.331,0.1832,1.8403,il,,,,
14,1980,1,198.12,146.24,42.47,146.24,2.5,2.5,2.5,0,0,0,0,0,il,14,0.3256,0.171,1.9416,0.0252,0.0222,1.1482,0.3509,0.1932,1.8497,il,17000,Illinois,Ill.,8.2
14,1981,1,202.55,155.1,60.21,155.1,2.5,2.5,2.5,0,0,0,0,0,il,14,0.3314,0.1733,1.9489,0.0254,0.0226,1.1391,0.3568,0.1959,1.8549,il,17000,Illinois,Ill.,8.5
14,1982,1,205.32,160.64,71.28,160.64,2.5,2.5,2.5,0,0,0,0,0,il,14,0.3074,0.1597,1.9627,0.0256,0.0227,1.1426,0.333,0.1824,1.8599,il,17000,Illinois,Ill.,11.4
14,1983,1,237.26,185.67,82.5,185.67,3,3,3,0,0,0,-3,-3,il,14,0.2868,0.1505,1.9426,0.0311,0.0268,1.1736,0.3179,0.1773,1.8254,il,17000,Illinois,Ill.,11.8
14,1984,1,219.27,173.61,82.3,173.61,2.75,2.75,2.75,0,0,0,-2.75,-2.75,il,14,0.2877,0.1527,1.92,0.0283,0.0248,1.1545,0.316,0.1775,1.8124,il,17000,Illinois,Ill.,9
14,1985,1,200.76,160.54,80.1,160.54,2.5,2.5,2.5,0,0,0,-2.5,-2.5,il,14,0.2925,0.1565,1.905,0.0259,0.0228,1.146,0.3184,0.1793,1.8077,il,17000,Illinois,Ill.,9.1
14,1986,1,201.64,162.22,83.38,162.22,2.5,2.5,2.5,0,0,0,-2.5,-2.5,il,14,0.2978,0.1632,1.8589,0.0265,0.0237,1.1292,0.3242,0.1869,1.7658,il,17000,Illinois,Ill.,8.3
14,1987,1,202.73,164.29,87.43,202.73,2.5,2.5,2.5,0,0,0,-2.5,-2.5,il,14,0.258,0.1485,1.7674,0.0244,0.0223,1.1089,0.2824,0.1708,1.6811,il,17000,Illinois,Ill.,7.4
14,1988,1,204.16,167.03,92.77,204.16,2.5,2.5,2.5,0,0,0,-2.5,-2.5,il,14,0.2394,0.1472,1.6533,0.0243,0.0224,1.0985,0.2638,0.1696,1.5797,il,17000,Illinois,Ill.,6.7
14,1989,1,216.83,177.52,98.91,216.83,2.75,2.75,2.75,0,0,0,-5.5,-5.5,il,14,0.2417,0.1454,1.69,0.0267,0.0242,1.1142,0.2683,0.1696,1.6074,il,17000,Illinois,Ill.,6
14,1990,1,238.37,197.03,114.35,197.03,3,3,3,0,0,0,-6,-6,il,14,0.2386,0.1434,1.6921,0.0288,0.026,1.118,0.2674,0.1694,1.6036,il,17000,Illinois,Ill.,6.1
14,1991,1,243.31,203.3,123.3,203.3,3,3,3,0,0,0,-5,-5,il,14,0.2396,0.1402,1.7387,0.029,0.0263,1.1132,0.2686,0.1665,1.6394,il,17000,Illinois,Ill.,7.3
14,1992,1,244.35,205.23,127,205.23,3,3,3,0,0,0,-5,-5,il,14,0.2415,0.1445,1.6997,0.0288,0.0262,1.1099,0.2703,0.1707,1.6086,il,17000,Illinois,Ill.,7.9
14,1993,1,245.41,207.2,130.79,207.2,3,3,3,0,0,0,-5,-5,il,14,0.2402,0.1374,1.7786,0.0284,0.0257,1.117,0.2686,0.1632,1.6737,il,17000,Illinois,Ill.,7.4
14,1994,1,246.33,208.92,134.1,208.92,3,3,3,0,0,0,-5,-5,il,14,0.2541,0.1475,1.7529,0.0285,0.0259,1.1105,0.2826,0.1734,1.6564,il,17000,Illinois,Ill.,5.8
14,1995,1,247.23,210.59,137.31,210.59,3,3,3,0,0,0,-5,-5,il,14,0.2561,0.1518,1.7163,0.0283,0.0258,1.1088,0.2844,0.1776,1.6276,il,17000,Illinois,Ill.,5.2
14,1996,1,248,212.01,140.04,212.01,3,3,3,0,0,0,-5,-5,il,14,0.2587,0.1538,1.7106,0.0282,0.0259,1.1004,0.2868,0.1797,1.6222,il,17000,Illinois,Ill.,5.3
14,1997,1,248.71,213.33,142.57,213.33,3,3,3,0,0,0,-5,-5,il,14,0.2513,0.1441,1.7748,0.0281,0.0258,1.1005,0.2794,0.1699,1.6718,il,17000,Illinois,Ill.,4.8
14,1998,1,238.65,193.15,102.16,203.65,3,3,3,0,0,0,-5,-5,il,14,0.2551,0.1426,1.8211,0.0279,0.0253,1.1149,0.283,0.168,1.714,il,17000,Illinois,Ill.,4.4
14,1999,1,227.36,170.49,56.74,192.89,3,3,3,0,0,0,-5,-5,il,14,0.2736,0.1651,1.6848,0.0278,0.0252,1.113,0.3013,0.1903,1.6086,il,17000,Illinois,Ill.,4.4
14,2000,1,210.46,143.05,14.74,183.26,3,3,3,0,0,0,-5,-5,il,14,0.2765,0.1659,1.6956,0.0276,0.0244,1.1441,0.3041,0.1902,1.6247,il,17000,Illinois,Ill.,4.3
14,2001,1,211.85,145.95,15.49,185.64,0,0,0,0,0,0,5,-5,il,14,0.2718,0.1524,1.8164,0.0275,0.0241,1.1541,0.2993,0.1764,1.7255,il,17000,Illinois,Ill.,5.3
14,2002,1,212.55,143.51,15.41,187.22,0,0,0,0,0,0,5,-5,il,14,0.2653,0.1451,1.8627,0.0275,0.0239,1.1638,0.2928,0.169,1.7632,il,17000,Illinois,Ill.,6.5
14,2003,1,213.72,146.02,18.75,189.23,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.2335,0.1301,1.8284,0.0276,0.0239,1.1687,0.2611,0.1539,1.7256,il,17000,Illinois,Ill.,6.8
14,2004,1,215.78,149.9,26.03,191.92,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.2305,0.1281,1.8329,0.0277,0.0239,1.1724,0.2582,0.152,1.7283,il,17000,Illinois,Ill.,6.2
14,2005,1,218.23,150.58,30.58,194.99,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.2384,0.1369,1.7723,0.0277,0.0243,1.1552,0.2661,0.1612,1.6789,il,17000,Illinois,Ill.,5.7
14,2006,1,220.18,154.51,38.09,197.82,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.23,0.1341,1.7454,0.0273,0.0235,1.174,0.2572,0.1575,1.6598,il,17000,Illinois,Ill.,4.5
14,2007,1,221.28,157.36,43.96,200.21,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.2335,0.1343,1.7695,0.0272,0.0237,1.1601,0.2607,0.158,1.6775,il,17000,Illinois,Ill.,5
14,2008,1,222.33,156.1,44.91,201.96,3.38,3.38,3.38,0,0,0,-5,-5,il,14,0.2249,0.1173,1.9543,0.0274,0.0233,1.1893,0.2523,0.1407,1.8266,il,17000,Illinois,Ill.,6.3
14,2009,1,221.17,154.02,43.67,202.62,3,3,3,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2010,1,222.54,155.81,46.9,203.77,3,3,3,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2011,1,388.43,287.08,109.26,352.16,5,5,5,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2012,1,383.58,275.54,96.58,352.48,5,5,5,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2013,1,377.77,263.45,83.05,352.53,5,5,5,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2014,1,378.08,264.21,84.6,353.68,5,5,5,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2015,1,274.88,183.73,48.76,261.93,3.75,3.75,3.75,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
14,2016,1,276.5,184.95,50.68,262.87,3.75,3.75,3.75,0,0,0,-5,-5,il,,,,,,,,,,,,,,,
